bookid,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,available_copies,publication_date,publisher,subject
5055,The Library of Greek Mythology,Apollodorus/Robin Hard,3.98,192839241,9.78019E+12,eng,336,1047,34,2/25/1999,Oxford University Press,"{''Mythologie'',''Mythologie''}"
5192,Wookiee Cookies: A Star Wars Cookbook,Robin  Davis/Frankie Frankeny,3.93,811821846,9.78081E+12,eng,132,952,57,09/01/98,Chronicle Books,
5193,Men Are Like Waffles  Women Are Like Spaghetti,Bill Farrel/Pam Farrel,3.88,736904867,9.78074E+12,eng,253,952,117,01/01/01,Harvest House Publishers,{}
5194,Rock 'n' Roll,Tom Stoppard,3.71,802143075,9.7808E+12,eng,144,951,60,05/10/07,Grove Press,{}
5195,La máquina de follar,Charles Bukowski,3.92,8433920448,9.78843E+12,spa,190,951,85,07/01/95,Anagrama,{}
5057,Chilly Scenes of Winter,Ann Beattie,3.91,679732349,9.78068E+12,en-GB,288,1045,100,01/02/91,Vintage,{'Fiction'}
5061,Isak Dinesen: The Life of a Storyteller,Judith Thurman,4.06,312135254,9.78031E+12,en-US,512,1041,53,10/15/1995,Picador,"{''Biographie'',''Biographie''}"
5062,Salem's Lot,Stephen King,4.02,965772411,9.78097E+12,eng,405,1039,130,10/17/1975,Doubleday,"{''Authors'',''arson'',''Fiction''}"
5199,The Nuclear Age,Tim O'Brien,3.45,140259104,9.78014E+12,eng,320,945,61,12/01/96,Penguin Books,{'Psychology'}
5200,Star Wars: The Ultimate Visual Guide,Daniel  Wallace/Ryder Windham,4.33,756630525,9.78076E+12,eng,160,945,17,3/19/2007,DK Children,{'Miscellanea'}
5201,Marketing Warfare,Al Ries/Jack Trout,4.11,71460829,9.78007E+12,eng,216,942,59,12/13/2005,McGraw-Hill Education,
5065,Seven Nights,Jorge Luis Borges/Eliot Weinberger,4.33,811209059,9.78081E+12,eng,121,1037,60,5/29/1985,New Directions Publishing Corporation,{'Literature'}
5066,Under The Tuscan Sun - At Home In Italy,Frances Mayes,3.75,767902807,9.78077E+12,en-US,291,1036,171,08/10/98,Broadway Books,{}
5069,A Theory of Semiotics,Umberto Eco,4.01,253202175,9.78025E+12,eng,368,1035,34,02/01/78,Indiana University Press,{}
5071,The Hour Before Dark,Douglas Clegg,3.76,843951427,9.78084E+12,eng,370,1034,78,09/01/03,Leisure Books,{}
5206,The Devilish Pleasures of a Duke (Boscastle  #6),Jillian Hunter,3.99,345487621,9.78035E+12,eng,345,938,46,7/31/2007,Ballantine Books,"{''Fiction'',''Romance''}"
5073,Within a Budding Grove (In Search of Lost Time  #2),Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin/D.J. Enright,4.4,375752196,9.78038E+12,eng,749,1032,162,11/03/98,Modern Library,{'Fiction'}
5208,The Awakening,Kate Chopin/Margo Culley,3.65,393960579,9.78039E+12,eng,336,937,72,9/17/1993,W. W. Norton & Company,"{''Fiction'',''Aufsatzsammlung'',''Aufsatzsammlung'',''History'',''Aufsatzsammlung'',''History''}"
5077,Z for Zachariah,Robert C. O'Brien,3.66,1416939210,9.78142E+12,eng,250,1030,231,07/10/07,Simon Pulse,{}
5084,Thornhold (The Harpers  #16; Songs & Swords  #4),Elaine Cunningham,3.67,078691808X,9.78079E+12,eng,384,1023,9,12/27/2011,Wizards of the Coast,
5089,The House of the Spirits,Isabel Allende/Magda Botin,4.23,552995886,9.78055E+12,eng,491,1021,112,08/08/86,Black Swan,"{''Literary'',''FICTION'',''Love'',''Love'',''Literary'',''Spirits'',''Readers''}"
5094,The OK Book,Amy Krouse Rosenthal/Tom Lichtenheld,3.96,61152552,9.78006E+12,en-US,40,1019,189,4/24/2007,HarperCollins,{}
5102,One Hand Clapping,Anthony Burgess,3.82,786706317,9.78079E+12,eng,224,1008,51,7/15/1999,Da Capo Press,"{''television'',''supermarket''}"
5104,Red River  Vol. 15 (Red River  #15),Chie Shinohara,4.45,1421505576,9.78142E+12,eng,191,1007,13,11/01/06,Viz Media,{}
5107,The Time Traveler's Wife,Audrey Niffenegger,3.97,1596921536,9.7816E+12,eng,518,1005,253,10/01/05,MacAdam/Cage,"{''sex'',''sex'',''time'',''hypothermia'',''Bibliothécaires'',''vasectomy'',''romance'',''hypothermia'',''amputation'',''stress'',''sex'',''death'',''love''}"
5111,As I Lay Dying,William Faulkner/E.L. Doctorow,3.71,375504524,9.78038E+12,eng,231,1003,101,1/25/2001,Modern Library,"{''Families'',''Facsimiles'',''Manuscripts'',''Death''}"
5113,A Midsummer Night's Dream,William Shakespeare/Stephen Orgel/A.R. Braunmuller/Russ McDonald,3.94,140714553,9.78014E+12,eng,144,1002,57,08/01/00,Penguin Classics,"{''Education'',''Nonfiction'',''Silhouettes'',''Literature'',''Theatre'',''Drama'',''Shakespeare'',''Theater'',''Sources'',''Plays'',''Silhouettes''}"
5218,The Shape of Things to Come,H.G. Wells/John Clute,3.61,141441046,9.78014E+12,eng,530,931,43,5/26/2006,Penguin Books Limited,"{''Civilization'',''Civilization'',''Prophecies'',''Forecasts'',''Prophecies''}"
5114,The System of Objects,Jean Baudrillard/James Benedict,4.01,1844670538,9.78184E+12,eng,224,1002,27,1/17/2006,Verso,{'Values'}
5128,You Remind Me of You: A Poetry Memoir,Eireann Corrigan,3.95,439297710,9.78044E+12,eng,128,993,106,02/01/02,Push,"{''Autobiographies'',''Poetry''}"
5221,The Pat Hobby Stories,F. Scott Fitzgerald/Arnold Gingrich,3.56,684804425,9.78068E+12,eng,192,927,100,12/06/95,Scribner,{}
5222,The Book of Five Rings,Miyamoto Musashi/Thomas Cleary,4.07,1590302486,9.78159E+12,eng,166,926,74,01/11/05,Shambhala,"{''Taoism'',''Bushido'',''Management''}"
5198,Catching Alice,Clare Naylor,3.38,449005577,9.78045E+12,en-US,328,948,27,10/31/2000,Ballantine Books,"{''British'',''Fiction''}"
5223,Coffee at Luke's: An Unauthorized Gilmore Girls Gabfest,Jennifer Crusie/Leah Wilson/Gregory Stevenson,3.55,1933771178,9.78193E+12,eng,197,926,140,04/10/07,Smart Pop,{'Drama'}
5224,Personal Finance for Dummies,Eric Tyson/Rich Tennant,3.77,764525905,9.78076E+12,eng,454,925,92,08/01/03,John Wiley & Sons,"{''Finance'',''Finance''}"
5225,The Complete C.S. Lewis Signature Classics,C.S. Lewis,4.61,61208493,9.78006E+12,eng,746,925,40,02/06/07,HarperOne,{}
5226,Neptune Noir: Unauthorized Investigations into Veronica Mars,Rob Thomas/Leah Wilson/Heather Havrilesky/Amy Berner/Lynne Edwards/John  Ramos/Alafair Burke/Chris McCubbin/Lawrence Watt-Evans/Lani Diane Rich/Geoff Klock/Judy Fitzwater/Evelyn Vaughn/Joyce Millman/Amanda Ann Klein/Kristen Kidder/Jesse Hassenger/Gwen Ellery/Misty Hook/Samantha Bornemann,3.63,1933771135,9.78193E+12,eng,224,925,112,04/10/07,Smart Pop,{}
5227,Only the Ring Finger Knows: The Lonely Ring Finger (Only the Ring Finger Knows  #1),Satoru Kannagi/Hotaru Odagiri/Allison Markin Powell,3.99,1569709041,9.78157E+12,eng,210,925,37,3/28/2006,Digital Manga Publishing,{'Homosexuality'}
5228,The Untamed One (Wild Wulfs of London  #2),Ronda Thompson,4.01,312935749,9.78031E+12,eng,320,925,42,05/02/06,St. Martin's Paperbacks,{}
5229,Book of Dreams,Jack Kerouac/Robert Creeley,3.44,872863808,9.78087E+12,eng,250,924,25,05/01/01,City Lights Publishers,"{''Dreams'',''Dreams'',''Diaries''}"
5129,Her Highness  My Wife (Effingtons  #5),Victoria Alexander,3.66,60001445,9.78006E+12,eng,362,992,47,7/30/2002,Avon HarperCollins,"{''Romance'',''Fiction'',''Fiction''}"
5231,The Cognitive Style of PowerPoint: Pitching Out Corrupts Within,Edward R. Tufte,4.08,961392169,9.78096E+12,en-US,31,924,65,01/01/06,Graphics Press,{'PowerPoint'}
5232,The Complete Novels of Jane Austen,Jane Austen,4.55,1840220554,9.78184E+12,eng,1431,924,28,01/05/05,Wordsworth Editions,"{''manners'',''Sisters'',''Family'',''Family'',''History''}"
5233,Chop Shop (Bug Man  #2),Tim Downs,4.22,1582294011,9.78158E+12,eng,352,923,75,07/01/04,Howard Books,{'Fiction'}
5234,Instead of Three Wishes,Megan Whalen Turner,3.78,60842318,9.78006E+12,eng,160,923,112,08/08/06,Greenwillow Books,{}
5235,Bedlam's Edge (Bedlam's Bard  #8),Mercedes Lackey/Rosemary Edghill,3.92,1416521100,9.78142E+12,en-US,384,922,20,1/30/2007,Baen,
5236,Mrs. Piggle-Wiggle Treasury (Mrs. Piggle Wiggle  #1-2  #4),Betty MacDonald/Hilary Knight,4.46,60248122,9.78006E+12,eng,392,922,86,6/15/1995,HarperCollins,
5130,The Collected Autobiographies of Maya Angelou,Maya Angelou,4.63,679643257,9.78068E+12,eng,1184,991,55,9/21/2004,Modern Library,{'Biography'}
5238,The Alchemist,Paulo Coelho/Alan R. Clarke/James Noel Smith,3.86,60887966,9.78006E+12,eng,192,920,76,05/02/06,HarperOne,"{''Alchemists'',''Alchemy'',''Alquimia'',''Literary'',''Fiction''}"
5131,The History of England,Jane Austen/Cassandra Austen/Deirdre Le Faye/A.S. Byatt,3.89,1565120558,9.78157E+12,eng,60,991,88,01/10/93,Algonquin Books,{'History'}
5241,Something Fishy at Macdonald Hall (Macdonald Hall  #7),Gordon Korman,4.06,590255223,9.78059E+12,eng,208,919,13,09/01/00,Scholastic Paperbacks,"{''Schools'',''Fiction'',''Écoles''}"
5242,Midnight Brunch (Casa Dracula  #2),Marta Acosta,3.8,1416520392,9.78142E+12,en-US,336,919,82,4/24/2007,Gallery Books,"{''Fiction'',''Vampires''}"
5243,The Agony and the Ecstasy: A Biographical Novel of Michelangelo,Irving Stone,4.07,451213238,9.78045E+12,en-US,776,917,130,09/07/04,NAL,{'Fiction'}
5244,Cat's Cradle/God Bless You Mr. Rosewater/Breakfast of Champions,Kurt Vonnegut Jr.,4.36,051712436X,9.78052E+12,eng,527,914,8,5/28/1995,Wings Books,{}
5245,The Complete Poems and Major Prose,John Milton/Merritt Y. Hughes,4.18,872206785,9.78087E+12,eng,1088,914,22,07/01/03,Hackett Publishing Company  Inc.,{}
5246,Agapē Agape,William Gaddis/Sven Birkerts/Joseph Tabbi,3.81,142437638,9.78014E+12,en-US,144,914,92,9/30/2003,Penguin Classics,{}
5247,Seinfeld and Philosophy,William Irwin,3.5,812694090,9.78081E+12,en-US,224,914,50,8/20/1999,Open Court,
5248,Miss Happiness and Miss Flower,Rumer Godden/Gary Blythe,4.27,1405088567,9.78141E+12,eng,104,913,66,09/01/06,MacMillan UK,"{''Dollhouses'',''Dolls'',''Dollhouses''}"
5132,Ray Bradbury's Fahrenheit 451,Harold Bloom,4.18,791059294,9.78079E+12,eng,147,991,52,12/31/2001,Chelsea House Publications,{}
5250,Wonderland (Wonderland Quartet  #4),Joyce Carol Oates/Elaine Showalter,3.8,081297655X,9.78081E+12,eng,528,912,97,09/12/06,Modern Library,{'Fiction'}
5251,Fannie Flagg's Original Whistle Stop Cafe Cookbook,Fannie Flagg,4.19,449910288,9.78045E+12,eng,224,911,42,09/11/95,Ballantine Books,{}
5252,Museum of Terror  Vol. 2: Tomie 2,Junji Ito/伊藤潤二/Naomi Kokubo,4.11,1593076126,9.78159E+12,eng,376,911,33,9/19/2006,Dark Horse Manga,{}
5253,Gunslinger Girl  Vol. 1,Yu Aida/Hiroshi Aida,3.87,1413900208,9.78141E+12,eng,175,911,42,12/29/2003,ADV Manga,{}
5254,Thus Spoke Zarathustra,Friedrich Nietzsche,4.06,1845882423,9.78185E+12,eng,128,911,40,12/01/06,Nonsuch Publishing,{}
5134,The Dark Side Of Genius: The Life Of Alfred Hitchcock,Donald Spoto,3.83,030680932X,9.78031E+12,en-US,608,990,97,8/30/1999,Da Capo Press,{}
5256,Dunk,David Lubar,3.8,618439099,9.78062E+12,eng,272,911,118,06/07/04,HMH Books for Young Readers,{'Beaches'}
5257,Love @ First Site,Jane Moore,3.41,767916913,9.78077E+12,en-US,368,910,74,05/09/06,Broadway Books,{}
5258,Zen in the Art of Writing: Essays on Creativity,Ray Bradbury,4.1,1877741094,9.78188E+12,en-US,176,909,135,08/01/93,Joshua Odell Editions,{}
5259,From Far Away  Vol. 12,Kyoko Hikawa/Yuko Sawada/Freeman Wong,4.43,1421505398,9.78142E+12,eng,208,909,15,09/12/06,VIZ Media,
5260,Incest: From A Journal of Love: The Unexpurgated Diary of Anaïs Nin  1932-1934,Anaïs Nin/Rupert Pole/Gunther Stuhlmann,3.99,151443661,9.78015E+12,eng,418,908,54,10/01/92,Houghton Mifflin Harcourt,{}
5135,The Nature of Space and Time,Stephen Hawking/Roger Penrose,4.09,691050848,9.78069E+12,eng,152,989,40,10/08/00,Princeton University Press,{'Astrophysik'}
5262,The Naked Warrior: Master the Secrets of the Super-Strong - Using Bodyweight Exercises Only,Pavel Tsatsouline,4,938045555,9.78094E+12,en-US,218,908,63,01/01/10,Dragon Door Publications,"{''Körpergewicht'',''Muskeltraining''}"
5263,The Sheltering Sky,Paul Bowles,3.91,006083482X,9.78006E+12,eng,313,906,132,9/20/2005,Ecco Press,"{''Americans'',''Mariage''}"
5264,Girls Think of Everything: Stories of Ingenious Inventions by Women,Catherine Thimmesh/Melissa Sweet,4.15,618195637,9.78062E+12,eng,64,906,171,03/11/02,HMH Books for Young Readers,"{''Inventors'',''Women''}"
5265,Marching Powder,Rusty Young,4.26,330419587,9.78033E+12,eng,371,906,94,07/01/04,Pan MacMillan,{'Imprisonment'}
5266,Great Expectations,Charles Dickens,3.77,140620168,9.78014E+12,eng,443,905,61,1/13/1994,Penguin Books,"{''Adaptations'',''Adaptations'',''Bildungsromans'',''Benefactors'',''Bildungsromans'',''Manuscripts'',''Roman''}"
5267,Side Effects,Amy Goldman Koss,3.87,1596432942,9.7816E+12,eng,144,904,179,10/03/06,Roaring Brook Press,
5268,The Shifting Realities of Philip K. Dick,Philip K. Dick/Lawrence Sutin,4.09,679747877,9.78068E+12,en-US,384,903,40,1/30/1996,Vintage,{}
5269,The Good Ghouls' Guide to Getting Even (Beth Frasier #1),Julie Kenner,3.59,425213919,9.78043E+12,eng,256,901,73,04/03/07,Berkley Trade,{'Fiction'}
5270,Bill Bryson: The Complete Notes,Bill Bryson,4.09,038560131X,9.78039E+12,eng,544,901,36,10/05/00,Doubleday,{'Civilization'}
5271,David Foster Wallace's Infinite Jest: A Reader's Guide,Stephen J. Burn,3.82,082641477X,9.78083E+12,en-GB,96,900,48,5/20/2003,Bloomsbury Academic,
5136,Secret Rendezvous,Kōbō Abe/Juliet Winters Carpenter,3.61,375726543,9.78038E+12,eng,192,989,82,07/09/02,Vintage,{}
5273,Tomie 1  富江,Junji Ito/伊藤潤二,3.94,1588990842,9.78159E+12,eng,248,900,38,04/04/05,ComicsOne Corporation,
5274,The Uses of Literature,Italo Calvino/Patrick Creagh,4.07,156932504,9.78016E+12,eng,341,900,32,10/21/1987,Mariner Books,{}
5275,Landscape and Memory,Simon Schama,4.17,679735127,9.78068E+12,eng,672,900,80,11/05/96,Vintage,"{''Landscapes'',''Landscape''}"
5276,Savage Love: Straight Answers from America's Most Popular Sex Columnist,Dan Savage,3.85,452278155,9.78045E+12,en-GB,352,900,61,10/01/98,Penguin Books,"{''Sex'',''Sex''}"
5277,The Humanoids (Humanoids #1),Jack Williamson,3.75,312852533,9.78031E+12,eng,299,898,48,1/15/1996,Orb Books,{'Androids'}
5279,Eggs  Beans  and Crumpets,P.G. Wodehouse,4.11,1841591068,9.78184E+12,eng,224,898,60,10/27/2000,Overlook Press,{}
5280,Journey of Awakening: A Meditator's Guidebook,Ram Dass/Richard Alpert,4.17,553285726,9.78055E+12,en-US,448,898,52,07/01/90,Bantam,"{''Meditation'',''Meditation'',''Yoga''}"
5281,From Far Away  Vol. 13,Kyoko Hikawa/Yuko Sawada/Freeman Wong,4.48,1421505401,9.78142E+12,eng,208,897,17,11/14/2006,VIZ Media,{'Prophecies'}
5283,Jade Star (Star  #4),Catherine Coulter,3.83,451206126,9.78045E+12,en-US,400,896,19,06/01/02,Signet,{}
5284,Prozac Nation,Elizabeth Wurtzel,3.59,1573229628,9.78157E+12,eng,384,895,78,04/02/02,Riverhead Books,{}
5285,Will You Miss Me When I'm Gone? The Carter Family and Their Legacy in American Music,Mark Zwonitzer/Charles Hirshberg,4.28,074324382X,9.78074E+12,eng,432,894,99,2/23/2004,Simon  Schuster,{}
5286,The Languages of Pao,Jack Vance,3.8,743487141,9.78074E+12,en-GB,224,894,54,08/01/04,iBooks,{'Fantasy'}
5287,Apologia Pro Vita Sua (A Defense of One's Life),John Henry Newman,4.12,486442136,9.78049E+12,eng,336,894,52,6/17/2005,Dover Publications,"{''Biographies'',''Catholiques'',''Clergy'',''Doctrines'',''Biography'',''Doctrine''}"
5288,Souvenir of Canada,Douglas Coupland,3.85,1550549170,9.78155E+12,en-US,144,893,34,07/01/02,Douglas  McIntyre,{'Miscellanea'}
5137,Dream Makers: Untamed / Less of a Stranger,Nora Roberts,3.8,373285248,9.78037E+12,eng,411,989,32,9/19/2006,Silhouette Books,{}
5290,Turtle Diary,Russell Hoban,4,747548315,9.78075E+12,eng,182,893,99,09/04/00,Bloomsbury Publishing PLC,"{''Bookstores'',''FICTION'',''Bookstores'',''Turtles'',''Psychological''}"
5291,The Aeneid,Virgil/Robert Fagles/Bernard Knox,3.84,670038032,9.78067E+12,eng,486,892,117,11/02/06,Viking,"{''Concordances'',''Concordances'',''Rome'',''Concordances'',''Poetry'',''History'',''Drama''}"
5292,A Memoir of Jane Austen and Other Family Recollections,J.E. Austen Leigh/Caroline Austen/Henry Austen/Anna Austen Lefroy/Kathryn Sutherland,3.83,192840746,9.78019E+12,eng,352,892,33,12/05/02,Oxford University Press,
5293,The Scientists: A History of Science Told Through the Lives of Its Greatest Inventors,John Gribbin,4.08,812967887,9.78081E+12,eng,672,892,59,08/10/04,Random House Trade Paperbacks,"{''Biographies'',''Scientifiques'',''Scientifiques'',''Biographies''}"
5139,The Pact,Jodi Picoult,4.01,340838035,9.78034E+12,en-GB,480,988,115,7/18/2005,Hodder & Stoughton,"{''Fiction'',''Literature''}"
5295,Death in Berlin,M.M. Kaye,3.89,312263082,9.78031E+12,eng,272,889,62,06/08/00,Minotaur Books,{}
5144,Red River  Vol. 17 (Red River  #17),Chie Shinohara,4.44,1421509970,9.78142E+12,eng,189,984,10,04/10/07,VIZ Media LLC,{}
5148,Hard News (Rune  #3),Jeffery Deaver,3.46,553583298,9.78055E+12,eng,304,982,52,01/02/01,Bantam,{'Fiction'}
5298,The Catswold Portal,Shirley Rousseau Murphy,4.06,60765402,9.78006E+12,eng,432,888,69,1/25/2005,Harper Voyager,"{''Cats'',''Cats'',''Fiction'',''Fantasy''}"
5299,Strangers from a Different Shore: A History of Asian Americans,Ronald Takaki,4.13,316831301,9.78032E+12,en-US,640,888,45,9/23/1998,Back Bay Books,"{''Aziaten'',''Aziaten'',''History''}"
5300,Douglas Adams's Starship Titanic,Terry Jones,3.6,345368436,9.78035E+12,eng,256,885,84,10/27/1998,Ballantine Books,{}
5301,Blood Wedding and Yerma,Federico García Lorca/W.S. Merwin/Langston Hughes,3.84,1559360801,9.78156E+12,en-US,160,885,32,05/01/94,Theatre Communications Group,{}
5333,Ranma 1/2  Vol. 36 (Ranma ½ (US 2nd)  #36),Rumiko Takahashi,4.14,142150507X,9.78142E+12,eng,182,863,33,11/01/06,Viz Media,"{''Magic'',''manga'',''Teenagers'',''Magic''}"
5302,The Grapes of Wrath and Other Writings 1936–1941: The Long Valley / The Grapes of Wrath / The Log from the Sea of Cortez / The Harvest Gypsies,John Steinbeck/Elaine Steinbeck/Robert DeMott,4.41,1883011159,9.78188E+12,eng,1088,884,25,09/01/96,Library of America,"{''Depressions'',''Depressions''}"
5303,Traveller,Richard  Adams,3.92,440204933,9.78044E+12,eng,355,884,74,11/05/89,Dell Publishing,"{''History'',''Fiction''}"
5157,The Plague,Albert Camus/Robin Buss,3.98,141185139,9.78014E+12,eng,238,975,80,12/05/02,Penguin,"{''Epidemics'',''Epidemics''}"
5158,Have Wheels  Will Travel (The Amazing Days of Abby Hayes  #4),Anne Mazer/Monica Gesue,3.96,439178789,9.78044E+12,eng,144,975,26,04/01/01,Scholastic Paperbacks,{}
5159,Shroud (The Cleave Trilogy #2),John Banville,3.66,037572530X,9.78038E+12,eng,257,974,81,06/08/04,Vintage,{}
5160,A Cat  a Man  and Two Women,Jun'ichirō Tanizaki/Paul McCarthy,3.8,4770016050,9.78477E+12,eng,164,972,74,04/01/92,Kodansha,{}
5161,Fanny: Being the True History of the Adventures of Fanny Hackabout-Jones,Erica Jong,3.79,393324354,9.78039E+12,eng,512,971,71,5/17/2003,W. W. Norton  Company,"{''History'',''Fiction''}"
5420,The Grotesque,Patrick McGrath,3.62,679776214,9.78068E+12,eng,178,815,58,1/28/1997,Vintage,{'Nobility'}
5167,Ideas Have Consequences,Richard M. Weaver,4.16,226876802,9.78023E+12,eng,198,970,105,9/28/1984,University Of Chicago Press,{}
5311,Kentucky Straight: Stories,Chris Offutt,4.03,067973886X,9.78068E+12,eng,192,876,89,10/27/1992,Vintage,{}
5312,The Complete Short Stories,H.G. Wells/John R. Hammond,4.14,1842124021,9.78184E+12,eng,864,875,33,05/01/01,Orion Publishing,{}
5313,Heart & Hands: A Midwife's Guide to Pregnancy & Birth,Elizabeth  Davis/Suzanne Arms,4.37,1587612216,9.78159E+12,eng,312,875,43,11/01/04,Celestial Arts,"{''Midwifery'',''Pregnancy''}"
5168,Oh  The Places You’ll Go!,Dr. Seuss,4.35,7158521,9.78001E+12,eng,48,969,75,05/06/03,HarperCollinsChildren’sBooks,"{''Imagination'',''Succès'',''Fear'',''Succès'',''Fiction'',''Imagination''}"
5169,Going Postal (Discworld  #33),Terry Pratchett,4.38,60013133,9.78006E+12,en-US,377,969,114,9/28/2004,Harper,"{''Fiction'',''Fantasy'',''Postes''}"
5347,More Sideways Arithmetic from Wayside School (Wayside School #2.6),Louis Sachar,3.92,747569134,9.78075E+12,eng,112,856,28,09/01/94,Bloomsbury U.S.A. Children's Books,"{''Schools'',''Puzzles''}"
5171,For the Sins of My Father: A Mafia Killer  His Son  and the Legacy of a Mob Life,Albert Demeo/Mary Jane Ross,4.05,767906896,9.78077E+12,eng,288,966,108,09/09/03,Broadway Books,"{''Biography'',''Nonfiction''}"
5174,The War,Marguerite Duras/Barbara Bray,3.85,1565842219,9.78157E+12,eng,192,963,65,08/01/94,The New Press,"{''Biography'',''Biography''}"
5175,Koko's Kitten,Francine Patterson/Ronald H. Cohn,4.3,590444255,9.78059E+12,eng,32,963,92,06/01/87,Scholastic Press,{}
5315,Mandie and the Jumping Juniper (Mandie  #18),Lois Gladys Leppard,3.89,1556612001,9.78156E+12,eng,160,874,19,02/02/08,Bethany House Publishers,{'Castles'}
5176,CSS: The Definitive Guide,Eric A. Meyer,4,596527330,9.7806E+12,en-US,518,961,29,11/01/06,O'Reilly Media,"{''COMPUTERS'',''COMPUTERS''}"
5317,Orientalism,Edward W. Said,4.08,141187425,9.78014E+12,eng,396,873,77,8/28/2003,Penguin Classics,"{''Imperialism'',''Orientalisme'',''Impérialisme'',''Orientalistik'',''General'',''Oriëntalisme'',''Impérialisme'',''Imperialism'',''HISTORY''}"
5318,A Power Governments Cannot Suppress,Howard Zinn,4.27,872864758,9.78087E+12,eng,293,873,78,12/01/06,City Lights Publishers,{'Philosophy'}
5179,The Turn of the Screw/Daisy Miller,Henry James,3.61,440391547,9.78044E+12,eng,192,959,55,08/01/54,Laurel,"{''Governesses'',''Diseases'',''Pollution'',''Pollution'',''Diseases'',''Air'',''Correspondence'',''Pollution''}"
5320,The Invisible Man,H.G. Wells/Christopher Priest,3.64,014143998X,9.78014E+12,eng,161,871,84,3/31/2005,Penguin Classics,"{''Adaptations'',''German'',''Experiments'',''Fiction'',''Science'',''German'',''Readers'',''Experiments''}"
5186,The Cats In Krasinski Square,Karen Hesse/Wendy Watson,4.13,439435404,9.78044E+12,eng,32,955,195,08/01/04,Scholastic Press,"{''Fiction'',''Cats'',''Persecutions'',''History'',''Sisters'',''Jews''}"
5187,Jimmy Stewart: A Biography,Marc Eliot,3.85,1400052211,9.7814E+12,eng,463,955,95,11/06/06,Harmony,"{''James'',''Biography''}"
5323,Summertime in the Big Woods,Laura Ingalls Wilder/Renée Graef,4.18,64434974,9.78006E+12,eng,40,867,31,02/02/00,HarperCollins,"{''Familylife'',''Families'',''Family'',''Familylife''}"
5324,Like Shaking Hands with God: A Conversation About Writing,Kurt Vonnegut Jr./Lee Stringer,3.72,743410580,9.78074E+12,en-US,80,866,52,12/01/00,Washington Square Press,"{''Authorship'',''Fiction''}"
5325,The Paris Review Interviews  I: 16 Celebrated Interviews,The Paris Review/Philip Gourevitch/Rebecca West/Elizabeth Bishop/Robert  Stone/Robert Gottlieb/Richard Price/Billy Wilder/Jack Gilbert/Joan Didion/Dorothy Parker/Truman Capote/Ernest Hemingway/T.S. Eliot/Saul Bellow/Jorge Luis Borges/Kurt Vonnegut Jr./James M. Cain,4.37,312361750,9.78031E+12,eng,510,866,103,10/17/2006,Picador USA,
5326,Birthday (Ring  #4),Kōji Suzuki/Glynne Walley,3.67,1932234292,9.78193E+12,eng,216,866,37,12/12/06,Vertical,{}
5190,Worlds Enough & Time: Five Tales of Speculative Fiction,Dan Simmons,3.75,60506040,9.78006E+12,eng,272,953,61,11/26/2002,Harper Voyager,{}
5191,Hikaru no Go  Vol. 10: Lifeline (Hikaru no Go  #10),Yumi Hotta/Takeshi Obata,4.28,1421510677,9.78142E+12,eng,203,953,20,08/07/07,VIZ Media LLC,{}
5329,Psychoanalysis and Religion,Erich Fromm/محمود منقذ الهاشمي,4.02,300000898,9.7803E+12,en-US,126,865,32,09/10/59,Yale University Press (New Haven  CT),"{''Psychanalyse'',''Godsdienst''}"
5196,Mr. Ives' Christmas,Oscar Hijuelos,3.76,60927542,9.78006E+12,eng,256,949,128,12/23/2003,Harper Perennial,"{''Children'',''Death'',''Death''}"
5331,First King of Shannara (The Original Shannara Trilogy #0),Terry Brooks,3.96,345396537,9.78035E+12,eng,435,864,55,1/29/1997,Del Rey,{}
5339,A Place So Foreign and Eight More,Cory Doctorow/Bruce Sterling,3.72,1568582862,9.78157E+12,eng,243,860,43,09/08/03,Four Walls Eight Windows Press,{}
5340,The Siren Song (Pirates of the Caribbean: Jack Sparrow  #2),Rob Kidd/Jean-Paul Orpinas,3.86,1423100190,9.78142E+12,eng,123,859,27,06/01/06,Disney Press,{'Fiction'}
5341,The Criminal Mastermind Collection  Bks 1-3 (Artemis Fowl  #1-3),Eoin Colfer,4.36,786848693,9.78079E+12,en-US,912,858,12,9/27/2005,Miramax,"{''Fantasy'',''Magia'',''Hadas'',''Magic'',''Lemurs'',''Crime'',''Crime'',''Merveilleux'',''Demonología'',''Irlande'',''Magia'',''Hadas'',''Demonology'',''Enlèvement''}"
5203,A Matter of Trust (Justice  #0),Radclyffe,4.21,1933110333,9.78193E+12,eng,240,942,26,02/01/06,Bold Strokes Books,{}
5343,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories,Robert Louis Stevenson/Jenny Davidson,4.01,1593080549,9.78159E+12,eng,320,857,57,10/01/03,Barnes  Noble Classics,{'Fiction'}
5204,Atlas Shrugged,Ayn Rand,3.69,525948929,9.78053E+12,eng,1176,941,136,4/21/2005,Dutton,"{''Capitalism'',''Capitalism''}"
5205,Notebook of a Return to the Native Land,Aimé Césaire/Annette Smith/Clayton Eshleman,4.09,819564524,9.78082E+12,eng,66,941,49,9/24/2001,Wesleyan University Press,{}
