bookid,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,subject
967,The Egypt Game,Zilpha Keatley Snyder,3.83,808553038,9.78E+12,eng,215,30231,1130,07/07/09,Turtleback Books,"{'Supernatural', 'Games', 'Fiction', 'Imagination', 'Fiction', 'Murder', 'Games'}"
968,A Long Way from Chicago (A Long Way from Chicago  #1),Richard Peck,3.94,142401102,9.78E+12,eng,160,30141,2106,04/12/04,Puffin Books,"{'Depressions', 'Fiction', 'Historical'}"
969,Nicolae (Left Behind  #3),Tim LaHaye/Jerry B. Jenkins,3.96,078622469X,9.78E+12,eng,530,30129,566,12/03/05,Thorndike Press,"{'Antichrist', 'Suspense'}"
970,The Complete Short Stories of Ernest Hemingway,Ernest Hemingway/John Hemingway/Patrick Hemingway/Gregory H. Hemingway/Charles Scribner Jr.,4.29,684843323,9.78E+12,eng,650,30081,649,08/03/98,Scribner,"{'Drama', 'Fiction'}"
971,Shopgirl,Steve Martin,3.43,786891076,9.78E+12,eng,130,30067,2166,01/01/00,Hachette Books,{}
972,Throne of Jade (Temeraire  #2),Naomi Novik,3.89,345481291,9.78E+12,eng,398,30029,1818,4/25/2006,Del Rey Books,{'Dragons'}
973,The Mysterious Island (Extraordinary Voyages  #12),Jules Verne/Caleb Carr/Jordan Stump,4.11,812972120,9.78E+12,eng,723,30022,948,4/27/2004,Modern Library,"{'Castaways', 'Romans', 'Survival'}"
974,The Doors of Perception & Heaven and Hell,Aldous Huxley,3.92,60595183,9.78E+12,eng,187,30012,797,05/04/04,Harper Perennial Modern Classics,"{'Peyotism', 'Visions'}"
975,The End of Faith: Religion  Terror  and the Future of Reason,Sam Harris,3.93,393327655,9.78E+12,en-US,348,29971,1480,9/17/2005,W. W. Norton  Company,{'Terrorism'}
976,The Good Guy,Dean Koontz,3.82,553804812,9.78E+12,eng,386,29967,1317,5/29/2007,Bantam,{}
977,The Closers (Harry Bosch  #11; Harry Bosch Universe  #14),Michael Connelly,4.13,446699551,9.78E+12,eng,432,29913,1282,10/02/06,Grand Central Publishing,{}
978,Hell House,Richard Matheson,3.79,727860992,9.78E+12,eng,301,29779,1488,07/01/04,Severn House Publishers,{'Sexuality'}
979,The Body,Stephen King/Robin Waterfield,4.25,582418178,9.78E+12,eng,80,29670,974,12/20/1999,Penguin Books,{}
980,The Universe in a Nutshell,Stephen Hawking,4.15,055380202X,9.78E+12,eng,216,29607,645,11/06/01,Bantam,{'Einführung'}
981,The Return of the Native,Thomas Hardy/Alexander Theroux,3.86,037575718X,9.78E+12,eng,448,29586,981,2/13/2001,Modern Library,{'Fiction'}
982,War and Remembrance (The Henry Family  #2),Herman Wouk,4.41,316954993,9.78E+12,eng,1042,29555,680,02/05/02,Back Bay Books,{'Fiction'}
983,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Nigella Lawson,3.97,786886811,9.78E+12,eng,384,29553,254,09/01/05,Hachette Books,{'Recipes'}
984,The Razor's Edge,W. Somerset Maugham,4.19,1400034205,9.78E+12,eng,314,29486,2137,09/09/03,Vintage International,"{'Yoga', 'Veterans', 'Psychology', 'Fiction', 'Travel'}"
985,Kushiel's Avatar (Phèdre's Trilogy  #3),Jacqueline Carey,4.36,1405034149,9.78E+12,eng,702,29409,689,9/17/2004,Tor,{'Women'}
986,To Green Angel Tower (Memory  Sorrow  and Thorn  #3),Tad Williams,4.18,756402980,9.78E+12,eng,1083,29350,320,05/03/05,DAW,{'Magic'}
987,The Penelopiad,Margaret Atwood/Laurel Merlington,3.7,1841957178,9.78E+12,eng,198,29315,2631,10/05/05,Canongate U.S.,{}
988,The Amazing Maurice and His Educated Rodents (Discworld  #28),Terry Pratchett,4.05,006001234X,9.78E+12,eng,256,29309,952,11/06/01,HarperCollins,"{'Fiction', 'Cats', 'Fiction'}"
989,The Cay (The Cay  #1),Theodore Taylor,3.76,044022912X,9.78E+12,en-US,156,29126,2227,04/08/03,Laurel Leaf,"{'Survival', 'Shipwrecks', 'Friendship'}"
990,The Lust Lizard of Melancholy Cove (Pine Cove  #2),Christopher Moore,3.87,60735457,9.78E+12,en-US,304,29113,1203,5/25/2004,William Morrow Paperbacks,{}
991,The Other Woman,Jane Green,3.7,452287146,9.78E+12,eng,389,29112,651,06/06/06,Berkley,{}
992,Survival in Auschwitz,Primo Levi/Stuart J. Woolf/Philip Roth,4.32,684826801,9.78E+12,eng,187,29099,900,09/01/95,Simon  Schuster,{'Concentratiekampen'}
993,The Social Contract,Jean-Jacques Rousseau/Maurice Cranston,3.77,143037498,9.78E+12,eng,168,29090,451,5/30/2006,Penguin,{}
994,A Drink Before the War (Kenzie & Gennaro  #1),Dennis Lehane,3.95,156029022,9.78E+12,eng,282,29089,1523,9/15/2003,Mariner Books,"{'Fiction', 'Fiction'}"
995,Ranma ½  Vol. 1 (Ranma ½ (US 2nd)  #1),Rumiko Takahashi,4.15,1569319626,9.78E+12,eng,304,29058,309,05/07/03,VIZ Media LLC,"{'Teenagers', 'Teenagers', 'Camping', 'Fcition', 'Teenagers'}"
996,Metro Girl (Alex Barnaby  #1),Janet Evanovich,3.62,60584025,9.78E+12,eng,374,28987,1090,9/27/2005,HarperTorch,{'Fiction'}
997,Bright Lights  Big Ass,Jen Lancaster,4.06,451221257,9.78E+12,eng,380,28940,1632,05/01/07,NAL,{}
998,Moo  Baa  La La La!,Sandra Boynton,4.2,689861133,9.78E+12,eng,14,28925,527,09/06/04,Simon & Schuster Childrens Books,{}
999,Welcome to Temptation (Dempseys  #1),Jennifer Crusie,3.94,312932804,9.78E+12,eng,416,28903,918,07/11/04,St. Martin's Paperbacks,{}
1000,Fever Pitch,Nick Hornby,3.74,1573226882,9.78E+12,eng,247,28830,1069,03/01/98,Riverhead Books,"{'Soccer', 'Recreation', 'Voetbalverenigingen', 'Arsenal', 'Soccer'}"
1001,Disney's Beauty and the Beast (A Little Golden Book),Teddy Slater/Ron Dias/Ric González,4.41,736421971,9.78E+12,eng,24,28824,132,05/11/04,Golden/Disney,{}
1002,The Barefoot Contessa Cookbook,Ina Garten/Melanie Acevedo,4.15,609602195,9.78E+12,eng,256,28789,177,04/06/99,Clarkson Potter,{'Entertaining'}
1003,The Smoke Jumper,Nicholas Evans,4.06,440235162,9.78E+12,eng,576,28769,694,7/30/2002,Dell,"{'Smokejumpers', 'Fiction', 'Smokejumpers', 'Fiction'}"
1004,The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus/Robert Fagles/William Bedell Stanford,4.02,140443339,9.78E+12,eng,335,28726,591,02/07/84,Penguin Classics,"{'Greek', 'Drama'}"
1005,A Stroke of Midnight (Merry Gentry  #4),Laurell K. Hamilton,4.07,345443608,9.78E+12,en-US,385,28551,442,11/28/2006,Ballantine Books,"{'Romance', 'Fiction', 'Fantasy', 'Supernatural'}"
1006,The Mother Tongue: English and How It Got That Way,Bill Bryson,3.93,380715430,9.78E+12,eng,270,28489,2085,9/28/1991,William Morrow Paperbacks,"{'Language', 'Anglès'}"
1007,The King of Attolia (The Queen's Thief  #3),Megan Whalen Turner,4.37,006083577X,9.78E+12,eng,387,28480,2309,1/24/2006,Greenwillow Books,"{'Outlaws', 'Outlaws', 'Fiction'}"
1008,On the Beach,Nevil Shute,3.94,1842322761,9.78E+12,eng,296,28414,1744,10/31/2002,House of Stratus,"{'Roman', 'Roman'}"
1009,The Dirt: Confessions of the World's Most Notorious Rock Band,Neil Strauss/Vince Neil/Nikki Sixx/Mick Mars/Tommy Lee,4.16,60989157,9.78E+12,eng,431,28405,1794,07/09/02,Dey Street Books,"{'Music', 'Music'}"
1010,Eaters of the Dead,Michael Crichton,3.67,60891564,9.78E+12,eng,304,28367,1096,8/29/2006,Avon,"{'Monsters', 'vikings', 'Monsters', 'Dragons', 'Beowolf', 'adaptations', 'Dragons', 'adaptations', 'Dragons'}"
1011,The First Four Years  (Little House  #9),Laura Ingalls Wilder/Garth Williams,3.89,60885459,9.78E+12,eng,126,28259,533,01/02/07,HarperTrophy,"{'Fiction', 'Fiction', 'Fiction'}"
1012,Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),Harold Bloom/Terry Southern/David H. Goldsmith/James Lundquist/Lawrence R. Broer/Peter J. Reed/Loree Rackstraw/William S. Doxey/Jerome Klinkowitz/Richard Giannone/John L. Simons/Leonard Mustazza/Zoltan Ab di-Nagy/Peter Freese/Wendy B. Faris,4.35,791071685,9.78E+12,eng,258,28254,196,12/19/2002,Chelsea House Publications,{}
1013,Harry Potter Collection (Harry Potter  #1-6),J.K. Rowling,4.73,439827604,9.78E+12,eng,3342,28242,808,09/12/05,Scholastic,{}
1014,Time of the Twins (Dragonlance: Legends  #1),Margaret Weis/Tracy Hickman,4.15,786931582,9.78E+12,eng,389,28217,298,03/01/04,Wizards of the Coast,{}
1015,Hunger,Knut Hamsun/George Egerton,4.05,486431681,9.78E+12,eng,134,28153,1372,11/17/2003,Dover Publications,"{'History', 'Fiction', 'Authors'}"
1016,Seduced by Moonlight (Merry Gentry  #3),Laurell K. Hamilton,4.06,553816322,9.78E+12,eng,409,28152,404,1/14/2005,Bantam,{}
1017,Dragondrums (Harper Hall  #3),Anne McCaffrey,4.07,689860064,9.78E+12,eng,243,28120,411,04/01/03,Simon & Schuster Aladddin Paperbacks,"{'Pern', 'Fantasy'}"
1018,King Rat (Asian Saga  #4),James Clavell,4.14,385333765,9.78E+12,eng,368,28103,643,5/19/2009,Delta,{}
1019,Pedro Páramo,Juan Rulfo/Margaret Sayers Peden/Susan Sontag,4.05,802133908,9.78E+12,eng,128,28102,1511,03/10/94,Grove Press,"{'Readers', 'Peasants', 'Ficción', 'Despotisme'}"
1020,Mirror Mirror,Gregory Maguire,3.28,60988657,9.78E+12,eng,280,28014,1512,10/01/04,Regan Books,"{'Adaptations', 'Love', 'Adaptations'}"
1021,Blood And Gold (The Vampire Chronicles  #8),Anne Rice,3.89,99271494,9.78E+12,eng,752,28012,436,11/07/02,Arrow,"{'Literature', 'General', 'Politicians', 'Fiction'}"
1022,Suffer the Children,John Saul,3.91,044018293X,9.78E+12,en-US,378,28001,301,07/01/89,Dell,{}
1023,The Crimson Petal and the White,Michel Faber,3.89,1841954314,9.78E+12,eng,835,27961,2183,09/11/03,Canongate Books,{}
1024,Cradle and All,James Patterson,3.86,446609404,9.78E+12,eng,384,27869,869,02/01/01,Vision,"{'Prophecies', 'Fiction', 'Prophecies'}"
1025,Silver on the Tree (The Dark is Rising  #5),Susan Cooper,4.15,689840330,9.78E+12,eng,274,27802,507,12/01/00,Margaret K. McElderry Books,"{'Fiction', 'Fiction'}"
1026,The Mephisto Club (Rizzoli & Isles  #6),Tess Gerritsen,4.02,345476999,9.78E+12,eng,355,27697,1190,09/12/06,Ballantine Books,"{'Satanism', 'Fiction'}"
1027,A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments,David Foster Wallace,4.25,316925284,9.78E+12,eng,353,27674,2030,02/02/98,Back Bay Books,{}
1028,Songs of the Humpback Whale,Jodi Picoult,3.2,743431014,9.78E+12,eng,346,27590,1838,10/01/01,Washington Square Press,"{'Fiction', 'Families'}"
1029,Island of the Sequined Love Nun,Christopher Moore,3.8,60735449,9.78E+12,eng,325,27534,1247,5/25/2004,Harper Perennial,{'Fiction'}
1030,Kitty and the Midnight Hour (Kitty Norville #1),Carrie Vaughn,3.66,446616419,9.78E+12,eng,259,27510,1541,11/01/05,Grand Central Publishing,{'Werewolves'}
1031,Paradise (Second Opportunities  #1),Judith McNaught,4.31,743474163,9.78E+12,eng,709,27430,1132,07/01/03,Pocket Books,{'Fiction'}
1032,Size 14 Is Not Fat Either (Heather Wells  #2),Meg Cabot,3.83,60525126,9.78E+12,eng,344,27424,1038,11/28/2006,William Morrow Paperbacks,{'Mystery'}
1033,Something Rotten (Thursday Next  #4),Jasper Fforde,4.16,014303541X,9.78E+12,eng,385,27382,1138,7/26/2005,Penguin Books,"{'Fiction', 'Fiction'}"
1034,Marie Antoinette: The Journey,Antonia Fraser,3.93,307277747,9.78E+12,eng,512,27291,809,09/12/06,Anchor Books,"{'Reines', 'Biography'}"
1035,Battlefield of the Mind: Winning the Battle in Your Mind,Joyce Meyer,4.34,446691097,9.78E+12,en-US,288,27204,698,10/01/02,FaithWords,{'Christianity'}
1036,Dr. Seuss's ABC,Dr. Seuss,4.08,679882812,9.78E+12,eng,21,27139,731,11/26/1996,Random House,"{'Vocabulary', 'Beginner'}"
1037,The Big Over Easy (Nursery Crime  #1),Jasper Fforde,3.94,143037234,9.78E+12,eng,383,27137,1885,7/25/2006,Penguin,{'Fiction'}
1038,The Book of the Dead (Pendergast  #7; Diogenes  #3),Douglas Preston/Lincoln Child,4.13,446576980,9.78E+12,eng,454,27050,947,8/14/2006,Warner Books (NY),{}
1039,Selected Stories of Anton Chekhov,Anton Chekhov/Richard Pevear/Larissa Volokhonsky,4.35,553381008,9.78E+12,eng,467,27027,466,10/31/2000,Modern Library,{}
1040,Mistral's Kiss (Merry Gentry  #5),Laurell K. Hamilton,4.04,345443586,9.78E+12,en-US,212,27026,421,12/12/06,Ballantine Books,"{'Fiction', 'Romance'}"
1041,Chasing the Dime,Michael Connelly,3.96,044661162X,9.78E+12,eng,448,26998,828,09/01/03,Warner Books,{}
1042,The Scions of Shannara (Heritage of Shannara  #1),Terry Brooks,3.99,1857230752,9.78E+12,eng,512,26985,256,10/05/06,Orbit,{'Elves'}
1043,Life Expectancy,Dean Koontz,4.01,553588249,9.78E+12,eng,476,26983,1568,10/25/2005,Bantam Books,{'Apoplectiques'}
1044,Slouching Towards Bethlehem,Joan Didion,4.21,374521727,9.78E+12,eng,238,26934,1825,10/01/90,Farrar Straus Giroux,{}
1045,Pompeii,Robert   Harris,3.82,812974611,9.78E+12,eng,274,26922,1726,11/08/05,Random House Trade Paperbacks,"{'Naturkatastrofer', 'Naturkatastrofer', 'Vulkaner'}"
1046,Hide (Detective D.D. Warren  #2),Lisa Gardner,4.16,553804324,9.78E+12,eng,375,26891,1501,1/30/2007,Bantam Books,"{'Fiction', 'Suspense', 'Suspense', 'Roman'}"
1047,Still Life With Crows (Pendergast  #4),Douglas Preston/Lincoln Child,4.18,446612766,9.78E+12,eng,564,26865,1228,07/01/04,Grand Central Publishing,{}
1048,The Best of H.P. Lovecraft: Bloodcurdling Tales of Horror and the Macabre,H.P. Lovecraft/August Derleth/Robert Bloch,4.31,345350804,9.78E+12,eng,406,26857,545,10/29/2002,Ballantine Books,"{'Supernatural', 'Fiction'}"
1049,The Complete Sherlock Holmes  Volume I,Arthur Conan Doyle/Kyle Freeman,4.49,1593080344,9.78E+12,eng,709,26794,278,09/01/03,Barnes  Noble Classics,"{'prospecting', 'elms', 'waylaying', 'treasure', 'beryls', 'aristocracy', 'fiction', 'broughams', 'meres', 'lascars', 'treasure', 'crime', 'Intestacy', 'clerks', 'traps', 'governesses', 'novel', 'gemstones', 'tests', 'lecturers', 'Russians', 'poison', 'deformities', 'thumbs', 'asphyxiation', 'cattle', 'scrips', 'launches', 'Romani', 'Nihilism', 'baritsu', 'horseshoes', 'History', 'darkrooms', 'anise', 'redundancy', 'butlers', 'mires', 'lecturers', 'banks', 'cattle', 'gold', 'beryls', 'telegraphy', 'burglary', 'pennies', 'hanging', 'Russians', 'Romani', 'revolvers', 'fingerprints', 'pennies', 'hurdling', 'pawnbrokers', 'pioneers', 'churches', 'convicts', 'redundancy'}"
1050,That Was Then  This Is Now,S.E. Hinton,3.91,140389660,9.78E+12,en-US,159,26776,1630,04/01/98,Speak,{'Teenagers'}
1051,Flow My Tears  the Policeman Said,Philip K. Dick,3.91,1857983416,9.78E+12,eng,204,26767,1075,11/08/01,Gollancz,"{'Fiction', 'General', 'Fiction', 'Literary'}"
1052,Saving Fish from Drowning,Amy Tan,3.43,034546401X,9.78E+12,eng,472,26762,2524,9/26/2006,Ballantine Books,"{'Tourists', 'Tourists', 'Fiction', 'Fiction', 'Travelers'}"
1053,Politics,Aristotle,3.94,486414248,9.78E+12,eng,368,26727,274,11/15/2000,Dover Publications,"{'Aristotle', 'PHILOSOPHY', 'Theory', 'Aesthetics', 'Aesthetics', 'Political'}"
1054,The Elf Queen of Shannara (Heritage of Shannara  #3),Terry Brooks,4.04,1857238273,9.78E+12,eng,416,26676,188,03/04/98,Orbit,{}
1055,Fudge-a-Mania (Fudge  #4),Judy Blume,4.01,425193829,9.78E+12,eng,176,26588,538,01/06/04,Berkley,"{'Brothers', 'Brothers', 'Brothers'}"
1056,First They Killed My Father: A Daughter of Cambodia Remembers,Loung Ung,4.35,60856262,9.78E+12,eng,238,26524,2609,04/04/06,Harper Perennial,{}
1057,The Lion's Game (John Corey  #2),Nelson DeMille,4.19,446679097,9.78E+12,eng,720,26514,1008,01/01/02,Grand Central Publishing,"{'Detectives', 'Fiction', 'Terrorism'}"
1058,Teacher Man (Frank McCourt  #3),Frank McCourt,3.75,743243781,9.78E+12,eng,272,26508,2019,9/19/2006,Scribner,{}
1059,Conversations with God: An Uncommon Dialogue  Book 1,Neale Donald Walsch,4.18,399142789,9.78E+12,eng,240,26465,1276,10/29/1996,Berkley,"{'Prayers', 'Miscellanea'}"
1060,Vampire Mountain (Cirque Du Freak  #4),Darren Shan,4.16,316905747,9.78E+12,eng,208,26461,587,09/01/03,Little  Brown Young Readers,"{'Friendship', 'Vampires'}"
1061,Behind the Scenes at the Museum,Kate Atkinson,3.96,312150601,9.78E+12,eng,336,26443,2116,11/12/99,Picador USA,{'Fiction'}
1062,The Last Hero (Discworld #27; Rincewind #7),Terry Pratchett/Paul Kidby,4.17,60507772,9.78E+12,eng,176,26427,517,8/20/2002,Harper Voyager,{}
1063,The Long Goodbye (Philip Marlowe  #6),Raymond Chandler,4.22,394757688,9.78E+12,eng,379,26389,1619,08/12/88,Vintage Crime/Black Lizard,{'Crime'}
1064,Killing Yourself to Live: 85% of a True Story,Chuck Klosterman,3.81,743264460,9.78E+12,eng,245,26381,1109,6/13/2006,Scribner,{'Death'}
1065,Cover Her Face (Adam Dalgliesh #1),P.D. James,3.93,743219570,9.78E+12,eng,250,26375,953,05/08/01,Scribner,{}
1066,Little Children,Tom Perrotta,3.62,312315732,9.78E+12,eng,355,26316,1968,01/01/05,St. Martin's Griffin,{'Adultery'}
1067,Five Quarters of the Orange,Joanne Harris,3.85,60958022,9.78E+12,eng,307,26258,1936,06/04/02,Harper Perennial,"{'Fiction', 'Cookery', 'Widows', 'Restaurants'}"
1068,The Trial and Death of Socrates (Euthyphro  Apology  Crito  Phaedo (death scene only)),Plato/G.M.A. Grube/John M. Cooper,4.08,872205541,9.78E+12,eng,58,26252,344,06/01/01,Hackett Publishing Company,"{'Homosexuality', 'Vertus', 'Grieks', 'Friendship', 'Homosexuality', 'Rhetoric', 'Filosofie', 'Nonfiction', 'Ontology', 'Ethics', 'Platonismo', 'Love', 'Aesthetics', 'Homosexuality', 'Platonismo', 'Platonists', 'Bibliography'}"
1069,Salamandastron (Redwall  #5),Brian Jacques/Gary Chalk,4.07,142501522,9.78E+12,en-US,400,26237,240,9/15/2003,Firebird,"{'Mice', 'Fiction', 'Weasels', 'Fiction', 'Fiction'}"
1070,The Lord of the Rings: The Art of the Fellowship of the Ring,Gary Russell,4.59,618212906,9.78E+12,eng,192,26153,102,06/12/02,Houghton Mifflin Harcourt,{}
1071,A Year Down Yonder (A Long Way from Chicago  #2),Richard Peck,4.11,142300705,9.78E+12,eng,160,26143,1638,11/21/2002,Puffin Books,{'Depressions'}
1072,Tehanu (Earthsea Cycle  #4),Ursula K. Le Guin,3.94,1416509631,9.78E+12,eng,281,26096,1053,11/23/2004,Pocket Books,"{'Magic', 'Magic'}"
1073,Hercule Poirot's Christmas (Hercule Poirot  #20),Agatha Christie,3.94,7120699,9.78E+12,eng,335,26085,1497,09/01/01,HarperCollins Publishers,"{'Navidad', 'Mystery'}"
1074,Fables  Vol. 4: March of the Wooden Soldiers,Bill Willingham/Mark Buckingham/Craig Hamilton/Steve Leialoha/P. Craig Russell,4.29,1401202225,9.78E+12,eng,231,26055,785,11/30/2004,Vertigo,{}
1075,Nothing Lasts Forever,Sidney Sheldon,3.84,446354732,9.78E+12,eng,384,26040,614,09/01/95,Grand Central,"{'Fiction', 'Hospitals'}"
1076,The Virgin Blue,Tracy Chevalier,3.66,452284449,9.78E+12,eng,304,26029,1588,6/24/2003,Penguin Books,"{'Persecution', 'Literature', 'Childlessness'}"
1077,The Great and Secret Show (Book of the Art #1),Clive Barker,4.05,006093316X,9.78E+12,eng,658,25955,518,11/03/99,HarperPerennial,{'Horror'}
1078,Broken (Women of the Otherworld  #6),Kelley Armstrong,4.19,553588184,9.78E+12,eng,444,25866,637,4/25/2006,Bantam,"{'Fiction', 'Fiction'}"
1079,Trace (Kay Scarpetta  #13),Patricia Cornwell,3.78,425204200,9.78E+12,eng,401,25822,729,6/28/2005,Berkley,"{'OverDrive', 'Fiction', 'Suspense', 'Suspense'}"
1080,You Shall Know Our Velocity!,Dave Eggers,3.63,1400033543,9.78E+12,eng,401,25811,1463,07/01/03,Vintage,"{'Ficción', 'Philanthropists', 'Deuil', 'Bereavement', 'Fiction', 'Bereavement'}"
1081,The Walking Dead  Vol. 3: Safety Behind Bars,Robert Kirkman/Charlie Adlard/Cliff Rathburn,4.3,1582404879,9.78E+12,eng,136,25796,1020,6/18/2005,Image Comics,{'Zombies'}
1082,Kisscut (Grant County  #2),Karin Slaughter,4.09,60534044,9.78E+12,eng,436,25675,1096,9/30/2003,HarperTorch,"{'Policewomen', 'Kidnapping'}"
1083,The Partly Cloudy Patriot,Sarah Vowell/Katherine Streeter,3.88,743243803,9.78E+12,eng,197,25608,1318,10/01/03,Simon  Schuster,{'History'}
1084,Death Note  Vol. 2: Confluence (Death Note  #2),Tsugumi Ohba/Takeshi Obata/Pookie Rolf,4.43,1421501694,9.78E+12,eng,197,25578,948,11/01/05,VIZ Media LLC,{'Death'}
1085,Katherine,Anya Seton/Philippa Gregory,4.19,155652532X,9.78E+12,eng,500,25552,1637,05/01/04,Chicago Review Press,"{'Fiction', 'Fiction'}"
1086,Einstein's Dreams,Alan Lightman,4.07,140007780X,9.78E+12,eng,144,25551,2576,11/09/04,Vintage,"{'Time', 'Time'}"
1087,The Power and the Glory,Graham Greene/John Updike,4,142437301,9.78E+12,eng,222,25490,1585,2/25/2003,Penguin Books,"{'Supsense', 'Catholics', 'Clergy', 'Clergy', 'Supsense', 'Persecution', 'Classic'}"
1088,Dairy Queen (Dairy Queen  #1),Catherine Gilbert Murdock,3.74,618683070,9.78E+12,eng,275,25441,2241,5/22/2006,Houghton Mifflin,{'Fiction'}
1089,The Human Stain (The American Trilogy  #3),Philip Roth,3.88,99282194,9.78E+12,eng,384,25422,1410,04/05/01,Vintage,"{'Fiction', 'Fiction', 'Racisme'}"
1090,The Patron Saint of Liars,Ann Patchett,3.8,1841150509,9.78E+12,eng,352,25342,2493,04/01/03,HarperCollins Publishers,{}
1091,The Paradox of Choice: Why More Is Less,Barry Schwartz,3.85,60005696,9.78E+12,eng,265,25312,1223,1/18/2005,Harper Perennial,{'Sociology'}
1092,The Fourth Hand,John Irving,3.31,345463153,9.78E+12,eng,368,25257,977,4/29/2003,Fawcett Books,{}
1093,Redemption (Redemption  #1),Karen Kingsbury/Gary Smalley,4.38,842356223,9.78E+12,eng,384,25248,859,7/22/2002,Tyndale House Publishers,{}
1094,Cards on the Table (Hercule Poirot  #15),Agatha Christie,3.92,425205959,9.78E+12,eng,324,25236,1046,07/05/05,Berkley,"{'Mystery', 'Fiction', 'Fiction', 'Fiction'}"
1095,Lies & the Lying Liars Who Tell Them: A Fair & Balanced Look at the Right,Al Franken,3.81,452285216,9.78E+12,en-US,421,25235,723,7/27/2004,Plume Books,"{'Politics', 'Politik', 'Conservatism', 'Conservatism', 'Nonfiction'}"
1096,Breath  Eyes  Memory,Edwidge Danticat,3.88,037570504X,9.78E+12,eng,234,25200,1229,5/18/1998,Vintage,"{'Fiction', 'Women'}"
1097,Polgara the Sorceress,David Eddings/Leigh Eddings,4.09,345422554,9.78E+12,eng,754,25145,291,12/26/1998,Del Rey Books,{}
1098,Unlimited Power: The New Science Of Personal Achievement,Anthony Robbins/Kenneth H. Blanchard/Jason Winters,4.23,684845776,9.78E+12,eng,448,25135,420,12/22/1997,Free Press,{}
1099,A Faint Cold Fear (Grant County  #3),Karin Slaughter,4.08,60534052,9.78E+12,eng,422,25119,900,7/27/2004,Harper,"{'Police', 'Suspense', 'Police', 'Fiction'}"
1100,The Rule of Four,Ian Caldwell/Dustin Thomason,3.23,440241359,9.78E+12,eng,450,25111,1691,6/28/2005,Dell Publishing Company,{}
1101,Please Kill Me: The Uncensored Oral History of Punk,Legs McNeil/Gillian McCain,4.16,802142648,9.78E+12,eng,452,25094,937,4/13/2006,Grove Press,{}
1102,Toujours Provence,Peter Mayle,4.02,679736042,9.78E+12,eng,241,25092,432,06/02/92,Vintage,{}
1103,Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hanh/Arnold Kotler/Dalai Lama XIV,4.33,553351397,9.78E+12,eng,160,25071,1156,03/01/92,Bantam,"{'Buddhismus', 'Buddhismus'}"
1104,Dance of the Gods (Circle Trilogy  #2),Nora Roberts,4.15,515141666,9.78E+12,eng,321,25065,576,10/03/06,Jove,"{'Fiction', 'Shapeshifting', 'Romance', 'Demonology'}"
1105,When Nietzsche Wept,Irvin D. Yalom,4.32,60748125,9.78E+12,eng,310,25063,1031,01/04/05,Harper Perennial,{'Fiction'}
1106,Women in Love,D.H. Lawrence,3.67,486424588,9.78E+12,eng,416,25059,702,1/15/2003,Dover Publications,{'Sisters'}
1107,Brokeback Mountain,Annie Proulx,3.94,743271327,9.78E+12,eng,55,24985,1751,12/02/05,Scribner,{}
1108,The Glass Bead Game,Hermann Hesse/Richard Winston/Clara Winston/Theodore Ziolkowski,4.11,312278497,9.78E+12,eng,558,24967,934,12/06/02,Picador,{}
1109,At the Mountains of Madness,H.P. Lovecraft/China Miéville/S.T. Joshi,3.88,812974417,9.78E+12,eng,224,24866,1608,6/14/2005,Modern Library,"{'Fiction', 'Fiction', 'Fossils'}"
1110,The Supernaturalist,Eoin Colfer,3.86,078685149X,9.78E+12,en-US,267,24863,1001,4/20/2005,Disney-Hyperion,"{'Orphans', 'Friendships', 'Friendships', 'Friendship'}"
1111,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Philip Gourevitch,4.24,312243359,9.78E+12,eng,356,24862,1443,09/04/99,Picador USA,"{'History', 'Völkermord', 'Völkermord', 'History'}"
1112,Crooked House,Agatha Christie,4.04,031298166X,9.78E+12,eng,276,24849,1429,8/19/2002,Minotaur Books,{}
1113,Fierce Invalids Home from Hot Climates,Tom Robbins,4.03,055337933X,9.78E+12,en-US,445,24792,1139,5/29/2001,Bantam,{'Satire'}
1114,Runaways  Vol. 1: Pride and Joy,Brian K. Vaughan/Adrian Alphona,3.97,785113797,9.78E+12,eng,144,24754,859,12/06/06,Marvel,{'Teenagers'}
1115,Wildwood Dancing (Wildwood  #1),Juliet Marillier,4.09,375833641,9.78E+12,eng,407,24751,2219,1/23/2007,Alfred A. Knopf,"{'Supernatural', 'Magic'}"
1116,Kristy's Great Idea,Raina Telgemeier/Ann M. Martin,4.17,1417699671,9.78E+12,eng,186,24732,726,04/01/06,Turtleback Books,"{'Friendship', 'Girls', 'Girls', 'Girls'}"
1117,Discourse on Method and Meditations on First Philosophy,René Descartes/Donald A. Cress,3.71,872204200,9.78E+12,eng,103,24689,326,6/15/1999,Hackett Publishing Company  Inc.,"{'Methodology', 'Filosofie'}"
